pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,weighing_approach,w_l1,n_l1,w_l2,n_l2,w_l3,n_l3,grams_used,n_g_used,fallback_level,unconvertible
chicken,ILOILO,SAN MIGUEL,whole (chicken),g,large,1310,2,3,950,8,1035,180,1120,468,950,8,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN MIGUEL,pieces or units,g,small,29,6,3,30,10,32,227,32,505,30,10,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN MIGUEL,pieces or units,g,medium,38,1,3,30,10,32,227,32,505,30,10,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN MIGUEL,pieces or units,g,large,120,3,3,30,10,32,227,32,505,30,10,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN MIGUEL,putos,g,small,300,8,3,300,8,100,230,210,482,300,8,own cell x size,0
fresh fish,ILOILO,SAN MIGUEL,pieces or units,g,small,165,3,3,620,8,390,368,390,685,620,8,cell pooled across sizes,0
fresh fish,ILOILO,SAN MIGUEL,pieces or units,g,medium,625,3,3,620,8,390,368,390,685,620,8,cell pooled across sizes,0
fresh fish,ILOILO,SAN MIGUEL,pieces or units,g,large,745,2,3,620,8,390,368,390,685,620,8,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN MIGUEL,pieces or units,g,small,40,4,3,52.5,8,55,59,60,94,40,4,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN MIGUEL,pieces or units,g,medium,65,4,3,52.5,8,55,59,60,94,65,4,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SAN MIGUEL,lipid/lapad,mL,medium,375,9,3,375,9,375,267,375,618,375,9,own cell x size,0
loaf bread,ILOILO,SAN MIGUEL,large packs,g,large,640,8,3,640,8,640,188,640,411,640,8,own cell x size,0
loaf bread,ILOILO,SAN MIGUEL,small packs,g,small,420,5,3,420,5,385,123,370,259,420,5,own cell x size,0
loaf bread,ILOILO,SAN MIGUEL,tama-tama nga putos,g,medium,450,6,3,450,6,450,16,450,23,450,6,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SAN MIGUEL,bilog,g,large,637.5,2,3,637.5,2,250,116,229,222,250,116,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SAN MIGUEL,putos,g,small,225,4,3,225,4,250,182,250,473,225,4,own cell x size,0
cabbage,ILOILO,SAN RAFAEL,pack,g,medium,95,3,2,95,3,135,26,150,43,95,3,own cell x size,0
cabbage,ILOILO,SAN RAFAEL,pieces or units,g,small,460,3,3,660,9,660,543,655,1306,660,9,cell pooled across sizes,0
cabbage,ILOILO,SAN RAFAEL,pieces or units,g,medium,725,4,3,660,9,660,543,655,1306,660,9,cell pooled across sizes,0
cabbage,ILOILO,SAN RAFAEL,pieces or units,g,large,1267.5,2,3,660,9,660,543,655,1306,660,9,cell pooled across sizes,0
camote,ILOILO,SAN RAFAEL,bilog,g,small,70,3,3,135,9,140,296,140,509,135,9,cell pooled across sizes,0
camote,ILOILO,SAN RAFAEL,bilog,g,medium,145,4,3,135,9,140,296,140,509,135,9,cell pooled across sizes,0
camote,ILOILO,SAN RAFAEL,bilog,g,large,252.5,2,3,135,9,140,296,140,509,135,9,cell pooled across sizes,0
camote tops,ILOILO,SAN RAFAEL,bugkos,g,small,205,3,3,205,3,170,218,195,449,205,3,own cell x size,0
carrot,ILOILO,SAN RAFAEL,pieces or units,g,small,100,3,3,145,9,135,538,140,1169,145,9,cell pooled across sizes,0
carrot,ILOILO,SAN RAFAEL,pieces or units,g,medium,147.5,4,3,145,9,135,538,140,1169,145,9,cell pooled across sizes,0
carrot,ILOILO,SAN RAFAEL,pieces or units,g,large,280,2,3,145,9,135,538,140,1169,145,9,cell pooled across sizes,0
chicken,ILOILO,SAN RAFAEL,bilog,g,small,195,3,3,195,3,1072.5,130,1095,230,195,3,own cell x size,0
chicken,ILOILO,SAN RAFAEL,whole (chicken),g,small,970,3,3,1200,9,1035,180,1120,468,1200,9,cell pooled across sizes,0
chicken,ILOILO,SAN RAFAEL,whole (chicken),g,medium,1245,4,3,1200,9,1035,180,1120,468,1200,9,cell pooled across sizes,0
chicken,ILOILO,SAN RAFAEL,whole (chicken),g,large,1460,2,3,1200,9,1035,180,1120,468,1200,9,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN RAFAEL,pieces or units,g,small,22.5,4,3,35,11,32,227,32,505,22.5,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN RAFAEL,pieces or units,g,medium,35,4,3,35,11,32,227,32,505,35,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN RAFAEL,pieces or units,g,large,43,3,3,35,11,32,227,32,505,43,3,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SAN RAFAEL,putos,g,small,40,2,3,40,2,100,230,210,482,100,230,province x item x unit,0
fresh fish,ILOILO,SAN RAFAEL,pieces or units,g,small,490,3,3,545,9,390,368,390,685,545,9,cell pooled across sizes,0
fresh fish,ILOILO,SAN RAFAEL,pieces or units,g,medium,560,4,3,545,9,390,368,390,685,545,9,cell pooled across sizes,0
fresh fish,ILOILO,SAN RAFAEL,pieces or units,g,large,612.5,2,3,545,9,390,368,390,685,545,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,cone,g,small,60,3,3,104,7,107,10,107,14,104,7,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,cone,g,medium,284.5,2,3,104,7,107,10,107,14,104,7,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,cone,g,large,680,2,3,104,7,107,10,107,14,104,7,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,pieces or units,g,small,43,1,3,43,1,55,59,60,94,55,59,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,putos,g,small,60,1,3,270,3,60,52,58,82,270,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,putos,g,medium,367.5,2,3,270,3,60,52,58,82,270,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,putos,mL,small,80,1,3,80,1,65,60,65,148,65,60,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SAN RAFAEL,small cup,g,small,32,1,3,32,1,100,71,100,120,100,71,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SAN RAFAEL,lipid/lapad,mL,medium,680,5,3,680,5,375,267,375,618,680,5,own cell x size,0
loaf bread,ILOILO,SAN RAFAEL,large packs,g,large,675,3,3,675,3,640,188,640,411,675,3,own cell x size,0
loaf bread,ILOILO,SAN RAFAEL,medium packs,g,medium,385,2,3,385,2,450,160,450,352,450,160,province x item x unit,0
loaf bread,ILOILO,SAN RAFAEL,small packs,g,small,290,3,3,345,6,385,123,370,259,345,6,cell pooled across sizes,0
loaf bread,ILOILO,SAN RAFAEL,small packs,g,medium,435,2,3,345,6,385,123,370,259,345,6,cell pooled across sizes,0
loaf bread,ILOILO,SAN RAFAEL,small packs,g,large,670,1,3,345,6,385,123,370,259,345,6,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SAN RAFAEL,bilog,g,small,205,3,3,205,3,250,116,229,222,205,3,own cell x size,0
cabbage,ILOILO,SANTA BARBARA,pieces or units,g,small,420,10,3,657.5,26,660,543,655,1306,420,10,own cell x size,0
cabbage,ILOILO,SANTA BARBARA,pieces or units,g,medium,665,8,3,657.5,26,660,543,655,1306,665,8,own cell x size,0
cabbage,ILOILO,SANTA BARBARA,pieces or units,g,large,912.5,8,3,657.5,26,660,543,655,1306,912.5,8,own cell x size,0
camote,ILOILO,SANTA BARBARA,bilog,g,small,95,8,3,150,24,140,296,140,509,95,8,own cell x size,0
camote,ILOILO,SANTA BARBARA,bilog,g,medium,150,9,3,150,24,140,296,140,509,150,9,own cell x size,0
camote,ILOILO,SANTA BARBARA,bilog,g,large,305,7,3,150,24,140,296,140,509,305,7,own cell x size,0
camote tops,ILOILO,SANTA BARBARA,bugkos,g,small,167.5,6,3,175,9,170,218,195,449,167.5,6,own cell x size,0
camote tops,ILOILO,SANTA BARBARA,bugkos,g,large,205,3,3,175,9,170,218,195,449,205,3,own cell x size,0
carrot,ILOILO,SANTA BARBARA,pieces or units,g,small,90,9,3,120,25,135,538,140,1169,90,9,own cell x size,0
carrot,ILOILO,SANTA BARBARA,pieces or units,g,medium,130,9,3,120,25,135,538,140,1169,130,9,own cell x size,0
carrot,ILOILO,SANTA BARBARA,pieces or units,g,large,205,7,3,120,25,135,538,140,1169,205,7,own cell x size,0
chicken,ILOILO,SANTA BARBARA,whole (chicken),g,small,795,5,3,955,15,1035,180,1120,468,795,5,own cell x size,0
chicken,ILOILO,SANTA BARBARA,whole (chicken),g,medium,955,6,3,955,15,1035,180,1120,468,955,6,own cell x size,0
chicken,ILOILO,SANTA BARBARA,whole (chicken),g,large,1275,4,3,955,15,1035,180,1120,468,1275,4,own cell x size,0
fresh fish,ILOILO,SANTA BARBARA,pieces or units,g,small,220,9,3,355,24,390,368,390,685,220,9,own cell x size,0
fresh fish,ILOILO,SANTA BARBARA,pieces or units,g,medium,372.5,8,3,355,24,390,368,390,685,372.5,8,own cell x size,0
fresh fish,ILOILO,SANTA BARBARA,pieces or units,g,large,600,7,3,355,24,390,368,390,685,600,7,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SANTA BARBARA,pieces or units,g,small,40,5,3,55,8,55,59,60,94,40,5,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SANTA BARBARA,pieces or units,g,medium,80,3,3,55,8,55,59,60,94,80,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SANTA BARBARA,putos,g,small,300,3,3,550,5,60,52,58,82,550,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SANTA BARBARA,putos,g,medium,750,2,3,550,5,60,52,58,82,550,5,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SANTA BARBARA,lipid/lapad,mL,small,375,7,3,375,8,375,267,375,618,375,8,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SANTA BARBARA,lipid/lapad,mL,large,850,1,3,375,8,375,267,375,618,375,8,cell pooled across sizes,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SANTA BARBARA,long-neck,mL,large,750,8,3,750,8,750,185,750,478,750,8,own cell x size,0
loaf bread,ILOILO,SANTA BARBARA,large packs,g,large,665,9,3,665,9,640,188,640,411,665,9,own cell x size,0
loaf bread,ILOILO,SANTA BARBARA,medium packs,g,medium,480,9,3,480,9,450,160,450,352,480,9,own cell x size,0
loaf bread,ILOILO,SANTA BARBARA,small packs,g,small,385,9,3,385,9,385,123,370,259,385,9,own cell x size,0
mango,ILOILO,SANTA BARBARA,pieces or units,g,small,200,9,3,225,25,230,289,230,539,200,9,own cell x size,0
mango,ILOILO,SANTA BARBARA,pieces or units,g,medium,230,8,3,225,25,230,289,230,539,230,8,own cell x size,0
mango,ILOILO,SANTA BARBARA,pieces or units,g,large,277.5,8,3,225,25,230,289,230,539,277.5,8,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SANTA BARBARA,putos,g,small,202.5,6,3,230,15,250,182,250,473,202.5,6,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SANTA BARBARA,putos,g,medium,235,5,3,230,15,250,182,250,473,235,5,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SANTA BARBARA,putos,g,large,570,4,3,230,15,250,182,250,473,570,4,own cell x size,0
cabbage,ILOILO,SARA,pieces or units,g,small,250,5,2,545,14,660,543,655,1306,250,5,own cell x size,0
cabbage,ILOILO,SARA,pieces or units,g,medium,555,5,2,545,14,660,543,655,1306,555,5,own cell x size,0
cabbage,ILOILO,SARA,pieces or units,g,large,745,4,2,545,14,660,543,655,1306,745,4,own cell x size,0
camote,ILOILO,SARA,bilog,g,small,64.5,4,3,150,10,140,296,140,509,64.5,4,own cell x size,0
camote,ILOILO,SARA,bilog,g,medium,155,3,3,150,10,140,296,140,509,155,3,own cell x size,0
camote,ILOILO,SARA,bilog,g,large,290,3,3,150,10,140,296,140,509,290,3,own cell x size,0
camote tops,ILOILO,SARA,bugkos,g,small,195,3,3,237.5,6,170,218,195,449,195,3,own cell x size,0
camote tops,ILOILO,SARA,bugkos,g,medium,270,3,3,237.5,6,170,218,195,449,270,3,own cell x size,0
carrot,ILOILO,SARA,pieces or units,g,medium,127.5,4,2,127.5,4,135,538,140,1169,127.5,4,own cell x size,0
chicken,ILOILO,SARA,whole (chicken),g,small,1005,4,3,1052.5,12,1035,180,1120,468,1005,4,own cell x size,0
chicken,ILOILO,SARA,whole (chicken),g,medium,1065,5,3,1052.5,12,1035,180,1120,468,1065,5,own cell x size,0
chicken,ILOILO,SARA,whole (chicken),g,large,1555,3,3,1052.5,12,1035,180,1120,468,1555,3,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SARA,pieces or units,g,small,18.5,6,3,30,16,32,227,32,505,18.5,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SARA,pieces or units,g,medium,30,6,3,30,16,32,227,32,505,30,6,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SARA,pieces or units,g,large,67.5,4,3,30,16,32,227,32,505,67.5,4,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SARA,putos,g,small,25,3,3,42.5,6,100,230,210,482,25,3,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,SARA,putos,g,medium,60,3,3,42.5,6,100,230,210,482,60,3,own cell x size,0
fresh fish,ILOILO,SARA,pack,g,medium,530,7,2,530,7,620,25,620,29,530,7,own cell x size,0
fresh fish,ILOILO,SARA,pieces or units,g,medium,165,7,2,217.5,14,390,368,390,685,165,7,own cell x size,0
fresh fish,ILOILO,SARA,pieces or units,g,large,405,7,2,217.5,14,390,368,390,685,405,7,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,pieces or units,g,small,30,2,3,50,5,55,59,60,94,50,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,pieces or units,g,medium,55,2,3,50,5,55,59,60,94,50,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,pieces or units,g,large,65,1,3,50,5,55,59,60,94,50,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,pieces or units,mL,small,600,1,3,600,1,100,60,100,166,100,60,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,small cup,g,small,57.5,2,3,220,5,100,71,100,120,220,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,small cup,g,medium,220,2,3,220,5,100,71,100,120,220,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,small cup,g,large,425,1,3,220,5,100,71,100,120,220,5,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,SARA,small cup,mL,small,100,1,3,100,1,100,75,100,185,100,75,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SARA,lipid/lapad,mL,medium,375,6,3,375,6,375,267,375,618,375,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,SARA,long-neck,mL,large,750,4,3,750,4,750,185,750,478,750,4,own cell x size,0
loaf bread,ILOILO,SARA,large packs,g,small,477.5,2,3,622.5,4,640,188,640,411,622.5,4,cell pooled across sizes,0
loaf bread,ILOILO,SARA,large packs,g,medium,675,1,3,622.5,4,640,188,640,411,622.5,4,cell pooled across sizes,0
loaf bread,ILOILO,SARA,large packs,g,large,765,1,3,622.5,4,640,188,640,411,622.5,4,cell pooled across sizes,0
loaf bread,ILOILO,SARA,medium packs,g,medium,450,1,3,450,1,450,160,450,352,450,160,province x item x unit,0
loaf bread,ILOILO,SARA,small packs,g,small,285,1,3,430,3,385,123,370,259,430,3,cell pooled across sizes,0
loaf bread,ILOILO,SARA,small packs,g,medium,550,2,3,430,3,385,123,370,259,430,3,cell pooled across sizes,0
mango,ILOILO,SARA,pieces or units,g,small,200,3,3,245,9,230,289,230,539,245,9,cell pooled across sizes,0
mango,ILOILO,SARA,pieces or units,g,medium,257.5,4,3,245,9,230,289,230,539,245,9,cell pooled across sizes,0
mango,ILOILO,SARA,pieces or units,g,large,337.5,2,3,245,9,230,289,230,539,245,9,cell pooled across sizes,0
"prawns, lobster, shrimp",ILOILO,SARA,tumpok,g,small,147.5,2,3,332.5,6,250,55,260,147,332.5,6,cell pooled across sizes,0
"prawns, lobster, shrimp",ILOILO,SARA,tumpok,g,medium,350,3,3,332.5,6,250,55,260,147,332.5,6,cell pooled across sizes,0
"prawns, lobster, shrimp",ILOILO,SARA,tumpok,g,large,430,1,3,332.5,6,250,55,260,147,332.5,6,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SARA,bilog,g,large,75,1,3,75,1,250,116,229,222,250,116,province x item x unit,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SARA,putos,g,small,225,3,3,235,5,250,182,250,473,235,5,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,SARA,putos,g,medium,245,2,3,235,5,250,182,250,473,235,5,cell pooled across sizes,0
rice,ILOILO,SARA,gantang,g,conventional_nsu,2245,5,1,2245,5,2245,19,2247.5,28,2245,5,own cell x size,0
cabbage,ILOILO,TIGBAUAN,pieces or units,g,medium,370,7,2,370,7,660,543,655,1306,370,7,own cell x size,0
cabbage,ILOILO,TIGBAUAN,putos (mix vegetable),g,medium,85,3,2,85,3,130,20,160,37,85,3,own cell x size,0
camote,ILOILO,TIGBAUAN,bilog,g,medium,120,5,2,120,5,140,296,140,509,120,5,own cell x size,0
camote,ILOILO,TIGBAUAN,small packs,g,medium,175,6,2,175,6,175,6,175,6,175,6,own cell x size,0
camote tops,ILOILO,TIGBAUAN,bugkos,g,medium,145,9,2,145,9,170,218,195,449,145,9,own cell x size,0
camote tops,ILOILO,TIGBAUAN,bundle,g,medium,192.5,8,2,192.5,8,470,31,500,101,192.5,8,own cell x size,0
carrot,ILOILO,TIGBAUAN,pieces or units,g,small,97.5,4,3,110,9,135,538,140,1169,110,9,cell pooled across sizes,0
carrot,ILOILO,TIGBAUAN,pieces or units,g,medium,145,3,3,110,9,135,538,140,1169,110,9,cell pooled across sizes,0
carrot,ILOILO,TIGBAUAN,pieces or units,g,large,237.5,2,3,110,9,135,538,140,1169,110,9,cell pooled across sizes,0
carrot,ILOILO,TIGBAUAN,putos (mix vegetable),g,medium,85,3,2,85,3,135,12,152.5,16,85,3,own cell x size,0
chicken,ILOILO,TIGBAUAN,bilog,g,small,810,3,3,1132.5,8,1072.5,130,1095,230,1132.5,8,cell pooled across sizes,0
chicken,ILOILO,TIGBAUAN,bilog,g,medium,1150,3,3,1132.5,8,1072.5,130,1095,230,1132.5,8,cell pooled across sizes,0
chicken,ILOILO,TIGBAUAN,bilog,g,large,1385,2,3,1132.5,8,1072.5,130,1095,230,1132.5,8,cell pooled across sizes,0
chicken,ILOILO,TIGBAUAN,pieces or units,g,medium,670,4,2,670,4,395,13,380,108,670,4,own cell x size,0
chicken,ILOILO,TIGBAUAN,slice,g,medium,122.5,2,2,122.5,2,122.5,2,225,11,225,11,item x unit (national),0
chicken,ILOILO,TIGBAUAN,whole (chicken),g,small,1015,5,3,1015,9,1035,180,1120,468,1015,9,cell pooled across sizes,0
chicken,ILOILO,TIGBAUAN,whole (chicken),g,medium,1127.5,2,3,1015,9,1035,180,1120,468,1015,9,cell pooled across sizes,0
chicken,ILOILO,TIGBAUAN,whole (chicken),g,large,1297.5,2,3,1015,9,1035,180,1120,468,1015,9,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,pack,g,small,320,7,3,320,7,302.5,32,300,63,320,7,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,pieces or units,g,small,35,9,3,35,9,32,227,32,505,35,9,own cell x size,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,putos,g,small,60,3,3,90,9,100,230,210,482,90,9,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,putos,g,medium,92.5,4,3,90,9,100,230,210,482,90,9,cell pooled across sizes,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,TIGBAUAN,putos,g,large,250,2,3,90,9,100,230,210,482,90,9,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,TIGBAUAN,pieces,g,small,375,2,3,575,4,437.5,12,450,25,575,4,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,TIGBAUAN,pieces,g,large,730,2,3,575,4,437.5,12,450,25,575,4,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,TIGBAUAN,pieces,mL,small,183.5,2,3,184,3,355,65,355,164,184,3,cell pooled across sizes,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,TIGBAUAN,pieces,mL,large,745,1,3,184,3,355,65,355,164,184,3,cell pooled across sizes,0
fresh fish,ILOILO,TIGBAUAN,pieces or units,g,small,105,3,2,295,9,390,368,390,685,105,3,own cell x size,0
fresh fish,ILOILO,TIGBAUAN,pieces or units,g,medium,295,3,2,295,9,390,368,390,685,295,3,own cell x size,0
fresh fish,ILOILO,TIGBAUAN,pieces or units,g,large,425,3,2,295,9,390,368,390,685,425,3,own cell x size,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,gallons,g,small,485,1,3,515,2,515,2,515,2,,,,1
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,gallons,g,large,545,1,3,515,2,515,2,515,2,,,,1
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,gallons,mL,medium,950,1,3,950,1,950,3,950,3,950,3,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,pieces or units,g,small,50,5,3,50,9,55,59,60,94,50,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,pieces or units,g,medium,56,2,3,50,9,55,59,60,94,50,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,pieces or units,g,large,82.5,2,3,50,9,55,59,60,94,50,9,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,pieces or units,mL,small,97.5,2,3,97.5,2,100,60,100,166,100,60,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,plastic cup,g,large,485,1,3,485,1,485,1,485,1,,,,1
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,putos,g,small,57.5,2,3,65,4,60,52,58,82,65,4,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,putos,g,large,277.5,2,3,65,4,60,52,58,82,65,4,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,putos,mL,small,75,2,3,75,2,65,60,65,148,65,60,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,small cup,g,small,277.5,2,3,485,3,100,71,100,120,485,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,small cup,g,large,490,1,3,485,3,100,71,100,120,485,3,cell pooled across sizes,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,small cup,mL,small,120,1,3,150,2,100,75,100,185,100,75,province x item x unit,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,TIGBAUAN,small cup,mL,medium,180,1,3,150,2,100,75,100,185,100,75,province x item x unit,0
"liquor (e.g, whisky, coconut wine)",ILOILO,TIGBAUAN,lipid/lapad,mL,small,677.5,6,3,680,9,375,267,375,618,677.5,6,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,TIGBAUAN,lipid/lapad,mL,medium,690,3,3,680,9,375,267,375,618,690,3,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,TIGBAUAN,long-neck,mL,medium,1215,5,3,1225,9,750,185,750,478,1215,5,own cell x size,0
"liquor (e.g, whisky, coconut wine)",ILOILO,TIGBAUAN,long-neck,mL,large,1240,4,3,1225,9,750,185,750,478,1240,4,own cell x size,0
loaf bread,ILOILO,TIGBAUAN,large packs,g,small,480,3,3,667.5,8,640,188,640,411,667.5,8,cell pooled across sizes,0
loaf bread,ILOILO,TIGBAUAN,large packs,g,medium,670,4,3,667.5,8,640,188,640,411,667.5,8,cell pooled across sizes,0
loaf bread,ILOILO,TIGBAUAN,large packs,g,large,765,1,3,667.5,8,640,188,640,411,667.5,8,cell pooled across sizes,0
loaf bread,ILOILO,TIGBAUAN,medium packs,g,small,475,3,3,475,5,450,160,450,352,475,5,cell pooled across sizes,0
loaf bread,ILOILO,TIGBAUAN,medium packs,g,medium,527.5,2,3,475,5,450,160,450,352,475,5,cell pooled across sizes,0
loaf bread,ILOILO,TIGBAUAN,small packs,g,small,385,3,3,385,3,385,123,370,259,385,3,own cell x size,0
mango,ILOILO,TIGBAUAN,pieces or units,g,medium,135,3,2,135,3,230,289,230,539,135,3,own cell x size,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,bilog,g,small,165,3,3,255,9,250,116,229,222,255,9,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,bilog,g,medium,257.5,4,3,255,9,250,116,229,222,255,9,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,bilog,g,large,587.5,2,3,255,9,250,116,229,222,255,9,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,pack,g,small,250,3,3,260,8,250,70,250,85,260,8,cell pooled across sizes,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,TIGBAUAN,pack,g,medium,265,4,3,260,8,250,70,250,85,260,8,cell pooled across sizes,0
