bucket,prov,mun,item,harm,n_psps_obs
province fallback available,CAPIZ,MA-AYON,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,28
convertible from its own cell,CAPIZ,MAMBUSAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,28
convertible from its own cell,ILOILO,JANIUAY,cabbage,pieces or units,28
convertible from its own cell,ILOILO,LEMERY,fresh fish,pack,28
convertible from its own cell,CAPIZ,JAMINDAN,loaf bread,small packs,28
province fallback available,NEGROS OCCIDENTAL,CALATRAVA,camote tops,bugkos,28
convertible from its own cell,ILOILO,SANTA BARBARA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,27
convertible from its own cell,AKLAN,IBAJAY,"crackers, cookies, buiscuits, chips/curls",putos,27
province fallback available,ILOILO,CONCEPCION,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,27
convertible from its own cell,NEGROS OCCIDENTAL,CAUAYAN,chicken,whole (chicken),27
convertible from its own cell,CAPIZ,MA-AYON,chicken,whole (chicken),27
convertible from its own cell,ILOILO,AJUY,fresh fish,pieces or units,27
convertible from its own cell,CAPIZ,JAMINDAN,"crackers, cookies, buiscuits, chips/curls",putos,27
convertible from its own cell,ILOILO,LEGANES,"crackers, cookies, buiscuits, chips/curls",putos,27
convertible from its own cell,ILOILO,JANIUAY,chicken,whole (chicken),27
province fallback available,ILOILO,MAASIN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,27
province fallback available,AKLAN,LIBACAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,27
province fallback available,ILOILO,IGBARAS,chicken,whole (chicken),27
convertible from its own cell,NEGROS OCCIDENTAL,ENRIQUE B. MAGALONA (SARAVIA),"liquor (e.g, whisky, coconut wine)",lipid/lapad,27
convertible from its own cell,ILOILO,BALASAN,camote tops,bundle,27
convertible from its own cell,ILOILO,SANTA BARBARA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,27
convertible from its own cell,ILOILO,LEMERY,"crackers, cookies, buiscuits, chips/curls",pieces or units,27
convertible from its own cell,ILOILO,BALASAN,"crackers, cookies, buiscuits, chips/curls",putos,27
convertible from its own cell,AKLAN,IBAJAY,chicken,whole (chicken),27
convertible from its own cell,ANTIQUE,PATNONGON,loaf bread,small packs,27
convertible from its own cell,ANTIQUE,LAUA-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,27
convertible from its own cell,ILOILO,IGBARAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,27
convertible from its own cell,ANTIQUE,SAN REMIGIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,27
convertible from its own cell,AKLAN,MADALAG,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,27
convertible from its own cell,ILOILO,BALASAN,loaf bread,small packs,27
convertible from its own cell,ILOILO,MAASIN,loaf bread,large packs,27
convertible from its own cell,NEGROS OCCIDENTAL,PULUPANDAN,camote tops,bugkos,27
convertible from its own cell,NEGROS OCCIDENTAL,PONTEVEDRA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,26
convertible from its own cell,ILOILO,MINA,carrot,pieces or units,26
convertible from its own cell,AKLAN,LIBACAO,"liquor (e.g, whisky, coconut wine)",lipid/lapad,26
convertible from its own cell,NEGROS OCCIDENTAL,MURCIA,camote tops,bugkos,26
convertible from its own cell,ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,26
convertible from its own cell,ILOILO,IGBARAS,loaf bread,small packs,26
convertible from its own cell,ILOILO,AJUY,carrot,pieces or units,26
province fallback available,ANTIQUE,LIBERTAD,camote tops,bundle,26
convertible from its own cell,ILOILO,LAMBUNAO,chicken,whole (chicken),26
province fallback available,ILOILO,BALASAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,26
convertible from its own cell,ILOILO,MAASIN,loaf bread,medium packs,26
convertible from its own cell,AKLAN,BATAN,"crackers, cookies, buiscuits, chips/curls",putos,26
convertible from its own cell,ILOILO,OTON,"liquor (e.g, whisky, coconut wine)",lipid/lapad,26
province fallback available,AKLAN,ALTAVAS,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,26
convertible from its own cell,ILOILO,MINA,cabbage,pieces or units,26
province fallback available,ANTIQUE,TOBIAS FORNIER,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,25
province fallback available,ILOILO,SAN DIONISIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,25
convertible from its own cell,ILOILO,DUEAS,cabbage,pieces or units,25
convertible from its own cell,ILOILO,SAN DIONISIO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,25
convertible from its own cell,AKLAN,IBAJAY,loaf bread,small packs,25
convertible from its own cell,ANTIQUE,SIBALOM,"crackers, cookies, buiscuits, chips/curls",putos,25
convertible from its own cell,ILOILO,DINGLE,loaf bread,small packs,25
convertible from its own cell,ILOILO,SARA,"crackers, cookies, buiscuits, chips/curls",pieces or units,25
convertible from its own cell,ILOILO,CABATUAN,cabbage,pieces or units,25
convertible from its own cell,ILOILO,LEGANES,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,25
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,25
convertible from its own cell,ILOILO,DINGLE,carrot,pieces or units,25
convertible from its own cell,ILOILO,LAMBUNAO,loaf bread,large packs,25
convertible from its own cell,NEGROS OCCIDENTAL,TOBOSO,chicken,bilog,25
province fallback available,ILOILO,BADIANGAN,rice,salmon,24
province fallback available,ANTIQUE,SAN REMIGIO,camote tops,bundle,24
convertible from its own cell,ANTIQUE,SIBALOM,carrot,pieces or units,24
province fallback available,AKLAN,NABAS,camote tops,bundle,24
convertible from its own cell,ILOILO,BATAD,loaf bread,small packs,24
convertible from its own cell,ILOILO,OTON,loaf bread,small packs,24
convertible from its own cell,AKLAN,BATAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,24
convertible from its own cell,CAPIZ,MAMBUSAO,carrot,pieces or units,24
convertible from its own cell,ANTIQUE,SIBALOM,"crackers, cookies, buiscuits, chips/curls",pieces or units,24
convertible from its own cell,NEGROS OCCIDENTAL,SAN ENRIQUE,carrot,pieces or units,24
province fallback available,ANTIQUE,CULASI,camote tops,bundle,24
province fallback available,ANTIQUE,LIBERTAD,"crackers, cookies, buiscuits, chips/curls",putos,24
convertible from its own cell,ILOILO,CABATUAN,chicken,whole (chicken),24
convertible from its own cell,ILOILO,CABATUAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,24
convertible from its own cell,ANTIQUE,PATNONGON,chicken,whole (chicken),24
convertible from its own cell,ILOILO,MINA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,24
convertible from its own cell,ILOILO,BAROTAC VIEJO,carrot,pieces or units,24
convertible from its own cell,ILOILO,BANATE,"liquor (e.g, whisky, coconut wine)",lipid/lapad,24
convertible from its own cell,AKLAN,ALTAVAS,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,24
convertible from its own cell,CAPIZ,DUMARAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,24
convertible from its own cell,ILOILO,TIGBAUAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,24
convertible from its own cell,ILOILO,TIGBAUAN,chicken,whole (chicken),24
convertible from its own cell,AKLAN,MADALAG,"crackers, cookies, buiscuits, chips/curls",putos,23
convertible from its own cell,ILOILO,DINGLE,cabbage,pieces or units,23
convertible from its own cell,CAPIZ,PANITAN,carrot,pieces or units,23
convertible from its own cell,ILOILO,TIGBAUAN,camote tops,bundle,23
convertible from its own cell,ILOILO,TIGBAUAN,chicken,bilog,23
convertible from its own cell,AKLAN,MADALAG,"liquor (e.g, whisky, coconut wine)",lipid/lapad,23
convertible from its own cell,ILOILO,LEMERY,loaf bread,large packs,23
province fallback available,ILOILO,JANIUAY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,23
convertible from its own cell,ANTIQUE,LIBERTAD,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,23
convertible from its own cell,ILOILO,MINA,chicken,whole (chicken),23
convertible from its own cell,CAPIZ,MAMBUSAO,loaf bread,small packs,23
convertible from its own cell,ILOILO,SAN RAFAEL,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,23
convertible from its own cell,AKLAN,MALAY,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,23
province fallback available,ILOILO,AJUY,loaf bread,tama-tama nga putos,23
convertible from its own cell,ILOILO,NEW LUCENA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,23
convertible from its own cell,ILOILO,OTON,loaf bread,large packs,23
convertible from its own cell,ANTIQUE,SIBALOM,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,23
convertible from its own cell,ILOILO,BATAD,"liquor (e.g, whisky, coconut wine)",lipid/lapad,23
any-province fallback only,CAPIZ,PANAY,loaf bread,tama-tama nga putos,23
convertible from its own cell,CAPIZ,DAO,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,23
convertible from its own cell,ILOILO,NEW LUCENA,camote tops,bugkos,23
convertible from its own cell,ILOILO,IGBARAS,cabbage,pieces or units,23
convertible from its own cell,AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,23
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,carrot,pieces or units,23
convertible from its own cell,CAPIZ,PRESIDENT ROXAS,"liquor (e.g, whisky, coconut wine)",lipid/lapad,23
convertible from its own cell,ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,23
convertible from its own cell,ILOILO,SARA,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,23
convertible from its own cell,ILOILO,SAN JOAQUIN,carrot,pieces or units,23
province fallback available,ILOILO,BADIANGAN,loaf bread,tama-tama nga putos,23
convertible from its own cell,ILOILO,BAROTAC VIEJO,cabbage,pieces or units,22
convertible from its own cell,ANTIQUE,LAUA-AN,cabbage,pieces or units,22
convertible from its own cell,AKLAN,MALINAO,carrot,pieces or units,22
convertible from its own cell,ANTIQUE,PANDAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,22
province fallback available,ILOILO,BATAD,camote tops,bundle,22
convertible from its own cell,ILOILO,SAN JOAQUIN,loaf bread,medium packs,22
convertible from its own cell,ILOILO,CABATUAN,loaf bread,large packs,22
convertible from its own cell,AKLAN,ALTAVAS,carrot,pieces or units,22
convertible from its own cell,ILOILO,IGBARAS,carrot,pieces or units,22
convertible from its own cell,NEGROS OCCIDENTAL,CANDONI,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,22
convertible from its own cell,CAPIZ,TAPAZ,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,22
convertible from its own cell,ANTIQUE,SEBASTE,"crackers, cookies, buiscuits, chips/curls",putos,22
convertible from its own cell,AKLAN,BANGA,"crackers, cookies, buiscuits, chips/curls",putos,22
province fallback available,ILOILO,DUEAS,"crackers, cookies, buiscuits, chips/curls",pieces or units,22
convertible from its own cell,ILOILO,OTON,carrot,pieces or units,22
province fallback available,CAPIZ,TAPAZ,loaf bread,small packs,22
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,"crackers, cookies, buiscuits, chips/curls",putos,22
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,cabbage,pieces or units,22
convertible from its own cell,ILOILO,ESTANCIA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,22
convertible from its own cell,CAPIZ,PANITAN,loaf bread,small packs,22
province fallback available,ANTIQUE,HAMTIC,camote tops,bundle,22
convertible from its own cell,AKLAN,BURUANGA,camote tops,bundle,22
province fallback available,ANTIQUE,SAN REMIGIO,chicken,whole (chicken),22
province fallback available,ILOILO,JANIUAY,"crackers, cookies, buiscuits, chips/curls",pieces or units,21
convertible from its own cell,ANTIQUE,VALDERRAMA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,21
convertible from its own cell,ILOILO,MINA,loaf bread,large packs,21
province fallback available,ILOILO,LAMBUNAO,chicken,bilog,21
convertible from its own cell,NEGROS OCCIDENTAL,LA CASTELLANA,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,21
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,camote tops,bundle,21
province fallback available,ILOILO,OTON,loaf bread,tama-tama nga putos,21
convertible from its own cell,CAPIZ,DUMARAO,carrot,pieces or units,21
convertible from its own cell,ILOILO,TIGBAUAN,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,21
convertible from its own cell,ILOILO,CALINOG,chicken,whole (chicken),21
convertible from its own cell,ILOILO,POTOTAN,loaf bread,medium packs,21
convertible from its own cell,ILOILO,POTOTAN,"crackers, cookies, buiscuits, chips/curls",pieces or units,21
convertible from its own cell,AKLAN,NEW WASHINGTON,camote tops,bundle,21
convertible from its own cell,NEGROS OCCIDENTAL,CAUAYAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,21
convertible from its own cell,ILOILO,BAROTAC VIEJO,"crackers, cookies, buiscuits, chips/curls",pieces or units,21
convertible from its own cell,CAPIZ,DAO,chicken,whole (chicken),21
convertible from its own cell,CAPIZ,CUARTERO,chicken,whole (chicken),21
convertible from its own cell,CAPIZ,SAPI-AN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,21
province fallback available,ILOILO,NEW LUCENA,camote tops,bundle,21
convertible from its own cell,CAPIZ,SIGMA,loaf bread,large packs,21
convertible from its own cell,ILOILO,AJUY,chicken,whole (chicken),21
province fallback available,ILOILO,MIAGAO,chicken,bilog,21
province fallback available,ILOILO,ALIMODIAN,chicken,whole (chicken),21
convertible from its own cell,AKLAN,MALINAO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,21
convertible from its own cell,NEGROS OCCIDENTAL,TOBOSO,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,21
convertible from its own cell,CAPIZ,DUMARAO,chicken,bilog,21
convertible from its own cell,ILOILO,CARLES,camote tops,bundle,21
convertible from its own cell,ILOILO,TIGBAUAN,carrot,pieces or units,20
convertible from its own cell,ILOILO,MIAGAO,cabbage,pieces or units,20
convertible from its own cell,CAPIZ,IVISAN,camote tops,bundle,20
convertible from its own cell,AKLAN,BATAN,"preserved or processed meat (tocino, tapa, longaniza, etc)",pieces or units,20
convertible from its own cell,ANTIQUE,LIBERTAD,"crackers, cookies, buiscuits, chips/curls",pieces or units,20
convertible from its own cell,ILOILO,LEMERY,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",small cup,20
province fallback available,CAPIZ,DUMALAG,camote tops,bundle,20
convertible from its own cell,ILOILO,CARLES,"prawns, lobster, shrimp",tumpok,20
convertible from its own cell,ANTIQUE,TOBIAS FORNIER,loaf bread,large packs,20
convertible from its own cell,ILOILO,CARLES,"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",pieces or units,20
convertible from its own cell,ILOILO,POTOTAN,loaf bread,small packs,20
convertible from its own cell,ILOILO,POTOTAN,"crackers, cookies, buiscuits, chips/curls",putos,20
convertible from its own cell,ILOILO,BAROTAC VIEJO,loaf bread,large packs,20
convertible from its own cell,ILOILO,AJUY,cabbage,pieces or units,20
convertible from its own cell,ILOILO,LEGANES,"crackers, cookies, buiscuits, chips/curls",pieces or units,20
province fallback available,CAPIZ,PANAY,loaf bread,large packs,20
convertible from its own cell,ILOILO,BINGAWAN,"liquor (e.g, whisky, coconut wine)",lipid/lapad,20
convertible from its own cell,ILOILO,JANIUAY,"crackers, cookies, buiscuits, chips/curls",putos,20
convertible from its own cell,ILOILO,TUBUNGAN,loaf bread,medium packs,20
convertible from its own cell,ILOILO,MINA,loaf bread,small packs,20
convertible from its own cell,AKLAN,BATAN,loaf bread,large packs,20
convertible from its own cell,ILOILO,MIAGAO,carrot,pieces or units,20
convertible from its own cell,ILOILO,LEMERY,loaf bread,medium packs,20
province fallback available,ILOILO,OTON,chicken,whole (chicken),20
convertible from its own cell,NEGROS OCCIDENTAL,CALATRAVA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,20
convertible from its own cell,ILOILO,BAROTAC VIEJO,chicken,bilog,20
convertible from its own cell,AKLAN,ALTAVAS,loaf bread,large packs,19
convertible from its own cell,CAPIZ,DUMARAO,loaf bread,large packs,19
convertible from its own cell,ILOILO,TIGBAUAN,loaf bread,large packs,19
convertible from its own cell,ILOILO,DUEAS,loaf bread,medium packs,19
convertible from its own cell,ANTIQUE,SIBALOM,cabbage,pieces or units,19
convertible from its own cell,ILOILO,GUIMBAL,"preserved or processed meat (tocino, tapa, longaniza, etc)",putos,19
convertible from its own cell,ILOILO,SAN DIONISIO,carrot,pieces or units,19
convertible from its own cell,NEGROS OCCIDENTAL,PONTEVEDRA,"liquor (e.g, whisky, coconut wine)",lipid/lapad,19
convertible from its own cell,CAPIZ,DUMARAO,cabbage,pieces or units,19
