pull_item,pull_province,pull_municipal_city,harmonized_nsu_unit,corrected_unit,size_ord,w_l0,n_l0,nu_l0,weighing_approach,w_l1,n_l1,nu_l1,w_l2,n_l2,nu_l2,w_l3,n_l3,nu_l3,grams_used,n_g_used,nu_used,fallback_level,unconvertible,share_uncertain_used
camote,ILOILO,IGBARAS,bilog,g,medium,147.5,2,0,3,140,7,2,140,296,116,140,509,195,140,7,2,cell pooled across sizes,0,.2857142857142857
camote,ILOILO,IGBARAS,bilog,g,large,362.5,2,2,3,140,7,2,140,296,116,140,509,195,140,7,2,cell pooled across sizes,0,.2857142857142857
camote tops,ILOILO,IGBARAS,bugkos,g,small,105,3,0,3,105,3,0,170,218,16,195,449,63,105,3,0,the cell's own weighings,0,0
carrot,ILOILO,IGBARAS,pieces or units,g,small,95,3,0,3,150,9,2,135,538,74,140,1169,152,150,9,2,cell pooled across sizes,0,.2222222222222222
carrot,ILOILO,IGBARAS,pieces or units,g,medium,165,4,0,3,150,9,2,135,538,74,140,1169,152,150,9,2,cell pooled across sizes,0,.2222222222222222
carrot,ILOILO,IGBARAS,pieces or units,g,large,310,2,2,3,150,9,2,135,538,74,140,1169,152,150,9,2,cell pooled across sizes,0,.2222222222222222
carrot,ILOILO,IGBARAS,putos (mix vegetable),g,small,155,3,3,3,155,3,3,135,12,12,152.5,16,16,155,3,3,the cell's own weighings,0,1
chicken,ILOILO,IGBARAS,bilog,g,small,870,3,0,3,935,5,0,1072.5,130,0,1095,230,3,935,5,0,cell pooled across sizes,0,0
chicken,ILOILO,IGBARAS,bilog,g,medium,1170,2,0,3,935,5,0,1072.5,130,0,1095,230,3,935,5,0,cell pooled across sizes,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,IGBARAS,pieces or units,g,small,32,7,0,3,32,7,0,32,227,34,32,505,68,32,7,0,the cell's own weighings,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,IGBARAS,putos,g,small,35,4,2,3,55,7,2,100,230,105,210,482,249,35,4,2,the cell's own weighings,0,.5
"crackers, cookies, buiscuits, chips/curls",ILOILO,IGBARAS,putos,g,medium,85,3,0,3,55,7,2,100,230,105,210,482,249,85,3,0,the cell's own weighings,0,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,IGBARAS,pieces or units,mL,medium,355,3,0,3,355,3,0,355,65,11,355,164,34,355,3,0,the cell's own weighings,0,0
fresh fish,ILOILO,IGBARAS,pieces or units,g,small,100,6,5,3,257.5,18,8,390,368,102,390,685,213,100,6,5,the cell's own weighings,0,.8333333333333334
fresh fish,ILOILO,IGBARAS,pieces or units,g,medium,265,7,0,3,257.5,18,8,390,368,102,390,685,213,265,7,0,the cell's own weighings,0,0
fresh fish,ILOILO,IGBARAS,pieces or units,g,large,680,5,3,3,257.5,18,8,390,368,102,390,685,213,680,5,3,the cell's own weighings,0,.6
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,IGBARAS,pieces or units,mL,small,110,5,0,3,110,5,0,100,60,0,100,166,4,110,5,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,IGBARAS,putos,mL,small,50,3,0,3,57.5,6,0,65,60,1,65,148,2,50,3,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,IGBARAS,putos,mL,medium,65,3,0,3,57.5,6,0,65,60,1,65,148,2,65,3,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,IGBARAS,small cup,mL,small,100,5,0,3,100,5,0,100,75,2,100,185,5,100,5,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",ILOILO,IGBARAS,junior lapad,mL,small,250,6,6,3,250,6,6,250,9,9,250,9,9,250,6,6,the cell's own weighings,0,1
"liquor (e.g, whisky, coconut wine)",ILOILO,IGBARAS,lipid/lapad,mL,medium,375,7,0,3,375,7,0,375,267,4,375,618,7,375,7,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",ILOILO,IGBARAS,long-neck,mL,large,750,7,0,3,750,7,0,750,185,1,750,478,1,750,7,0,the cell's own weighings,0,0
loaf bread,ILOILO,IGBARAS,large packs,g,large,607.5,4,0,3,607.5,4,0,640,188,1,640,411,6,607.5,4,0,the cell's own weighings,0,0
loaf bread,ILOILO,IGBARAS,medium packs,g,medium,450,5,0,3,450,5,0,450,160,0,450,352,0,450,5,0,the cell's own weighings,0,0
loaf bread,ILOILO,IGBARAS,small packs,g,small,400,4,0,3,400,4,0,385,123,2,370,259,2,400,4,0,the cell's own weighings,0,0
mango,ILOILO,IGBARAS,pieces or units,g,small,170,2,0,3,225,6,0,230,289,0,230,539,1,225,6,0,cell pooled across sizes,0,0
mango,ILOILO,IGBARAS,pieces or units,g,medium,240,3,0,3,225,6,0,230,289,0,230,539,1,225,6,0,cell pooled across sizes,0,0
mango,ILOILO,IGBARAS,pieces or units,g,large,265,1,0,3,225,6,0,230,289,0,230,539,1,225,6,0,cell pooled across sizes,0,0
"prawns, lobster, shrimp",ILOILO,IGBARAS,tumpok,g,small,135,1,0,3,135,1,0,250,55,10,260,147,27,250,55,10,province x item x unit,0,.1818181818181818
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,IGBARAS,cans,g,small,150,5,0,3,175,8,0,200,14,1,155,95,6,150,5,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,IGBARAS,cans,g,medium,260,3,0,3,175,8,0,200,14,1,155,95,6,260,3,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,IGBARAS,putos,g,small,250,5,0,3,250,6,1,250,182,29,250,473,60,250,6,1,cell pooled across sizes,0,.1666666666666667
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,IGBARAS,putos,g,large,1200,1,1,3,250,6,1,250,182,29,250,473,60,250,6,1,cell pooled across sizes,0,.1666666666666667
cabbage,ILOILO,JANIUAY,pieces or units,g,small,500,8,0,3,650,21,0,660,543,32,655,1306,73,500,8,0,the cell's own weighings,0,0
cabbage,ILOILO,JANIUAY,pieces or units,g,medium,705,7,0,3,650,21,0,660,543,32,655,1306,73,705,7,0,the cell's own weighings,0,0
cabbage,ILOILO,JANIUAY,pieces or units,g,large,920,6,0,3,650,21,0,660,543,32,655,1306,73,920,6,0,the cell's own weighings,0,0
camote,ILOILO,JANIUAY,bilog,g,small,95,6,0,3,140,18,7,140,296,116,140,509,195,95,6,0,the cell's own weighings,0,0
camote,ILOILO,JANIUAY,bilog,g,medium,150,7,2,3,140,18,7,140,296,116,140,509,195,150,7,2,the cell's own weighings,0,.2857142857142857
camote,ILOILO,JANIUAY,bilog,g,large,240,5,5,3,140,18,7,140,296,116,140,509,195,240,5,5,the cell's own weighings,0,1
camote tops,ILOILO,JANIUAY,bugkos,g,small,120,7,0,3,120,7,0,170,218,16,195,449,63,120,7,0,the cell's own weighings,0,0
carrot,ILOILO,JANIUAY,pieces or units,g,small,112.5,8,0,3,145,19,1,135,538,74,140,1169,152,112.5,8,0,the cell's own weighings,0,0
carrot,ILOILO,JANIUAY,pieces or units,g,medium,155,5,0,3,145,19,1,135,538,74,140,1169,152,155,5,0,the cell's own weighings,0,0
carrot,ILOILO,JANIUAY,pieces or units,g,large,185,6,1,3,145,19,1,135,538,74,140,1169,152,185,6,1,the cell's own weighings,0,.1666666666666667
chicken,ILOILO,JANIUAY,patupa,g,medium,935,3,0,2,935,3,0,935,3,0,935,3,0,935,3,0,the cell's own weighings,0,0
chicken,ILOILO,JANIUAY,whole (chicken),g,small,885,3,0,3,1090,9,0,1035,180,1,1120,468,2,1090,9,0,cell pooled across sizes,0,0
chicken,ILOILO,JANIUAY,whole (chicken),g,medium,1097.5,4,0,3,1090,9,0,1035,180,1,1120,468,2,1090,9,0,cell pooled across sizes,0,0
chicken,ILOILO,JANIUAY,whole (chicken),g,large,1407.5,2,0,3,1090,9,0,1035,180,1,1120,468,2,1090,9,0,cell pooled across sizes,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,JANIUAY,putos,g,small,35,7,7,3,60,21,9,100,230,105,210,482,249,35,7,7,the cell's own weighings,0,1
"crackers, cookies, buiscuits, chips/curls",ILOILO,JANIUAY,putos,g,medium,60,8,2,3,60,21,9,100,230,105,210,482,249,60,8,2,the cell's own weighings,0,.25
"crackers, cookies, buiscuits, chips/curls",ILOILO,JANIUAY,putos,g,large,140,6,0,3,60,21,9,100,230,105,210,482,249,140,6,0,the cell's own weighings,0,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,JANIUAY,pieces or units,mL,small,320,5,0,3,355,9,1,355,65,11,355,164,34,320,5,0,the cell's own weighings,0,0
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,JANIUAY,pieces or units,mL,medium,500,4,1,3,355,9,1,355,65,11,355,164,34,500,4,1,the cell's own weighings,0,.25
fresh fish,ILOILO,JANIUAY,pieces or units,g,small,280,6,0,3,457.5,18,2,390,368,102,390,685,213,280,6,0,the cell's own weighings,0,0
fresh fish,ILOILO,JANIUAY,pieces or units,g,medium,495,7,0,3,457.5,18,2,390,368,102,390,685,213,495,7,0,the cell's own weighings,0,0
fresh fish,ILOILO,JANIUAY,pieces or units,g,large,625,5,2,3,457.5,18,2,390,368,102,390,685,213,625,5,2,the cell's own weighings,0,.4
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,JANIUAY,putos,mL,small,450,5,0,3,450,5,0,65,60,1,65,148,2,450,5,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,JANIUAY,small cup,mL,small,100,3,0,3,100,3,0,100,75,2,100,185,5,100,3,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",ILOILO,JANIUAY,lipid/lapad,mL,medium,375,6,0,3,375,6,0,375,267,4,375,618,7,375,6,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",ILOILO,JANIUAY,long-neck,mL,medium,750,8,1,3,750,8,1,750,185,1,750,478,1,750,8,1,the cell's own weighings,0,.125
loaf bread,ILOILO,JANIUAY,large packs,g,large,640,7,0,3,640,7,0,640,188,1,640,411,6,640,7,0,the cell's own weighings,0,0
loaf bread,ILOILO,JANIUAY,medium packs,g,medium,450,5,0,3,450,5,0,450,160,0,450,352,0,450,5,0,the cell's own weighings,0,0
loaf bread,ILOILO,JANIUAY,small packs,g,small,220,3,0,3,220,3,0,385,123,2,370,259,2,220,3,0,the cell's own weighings,0,0
mango,ILOILO,JANIUAY,pieces or units,g,small,185,7,0,3,250,18,0,230,289,0,230,539,1,185,7,0,the cell's own weighings,0,0
mango,ILOILO,JANIUAY,pieces or units,g,medium,250,6,0,3,250,18,0,230,289,0,230,539,1,250,6,0,the cell's own weighings,0,0
mango,ILOILO,JANIUAY,pieces or units,g,large,290,5,0,3,250,18,0,230,289,0,230,539,1,290,5,0,the cell's own weighings,0,0
"prawns, lobster, shrimp",ILOILO,JANIUAY,pack,g,small,30,3,1,3,30,3,1,30,3,1,30,3,1,30,3,1,the cell's own weighings,0,.3333333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,JANIUAY,bilog,g,small,250,3,0,3,250,3,0,250,116,33,229,222,91,250,3,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,JANIUAY,putos,g,small,155,5,0,3,270,14,2,250,182,29,250,473,60,155,5,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,JANIUAY,putos,g,medium,270,5,0,3,270,14,2,250,182,29,250,473,60,270,5,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,JANIUAY,putos,g,large,607.5,4,2,3,270,14,2,250,182,29,250,473,60,607.5,4,2,the cell's own weighings,0,.5
cabbage,ILOILO,LAMBUNAO,pieces or units,g,small,267.5,6,3,3,560,17,3,660,543,32,655,1306,73,267.5,6,3,the cell's own weighings,0,.5
cabbage,ILOILO,LAMBUNAO,pieces or units,g,medium,617.5,6,0,3,560,17,3,660,543,32,655,1306,73,617.5,6,0,the cell's own weighings,0,0
cabbage,ILOILO,LAMBUNAO,pieces or units,g,large,775,5,0,3,560,17,3,660,543,32,655,1306,73,775,5,0,the cell's own weighings,0,0
camote,ILOILO,LAMBUNAO,bilog,g,small,82.5,6,0,3,170,17,7,140,296,116,140,509,195,82.5,6,0,the cell's own weighings,0,0
camote,ILOILO,LAMBUNAO,bilog,g,medium,172.5,6,2,3,170,17,7,140,296,116,140,509,195,172.5,6,2,the cell's own weighings,0,.3333333333333333
camote,ILOILO,LAMBUNAO,bilog,g,large,245,5,5,3,170,17,7,140,296,116,140,509,195,245,5,5,the cell's own weighings,0,1
camote tops,ILOILO,LAMBUNAO,bugkos,g,small,195,7,0,3,195,7,0,170,218,16,195,449,63,195,7,0,the cell's own weighings,0,0
carrot,ILOILO,LAMBUNAO,pieces or units,g,small,95,7,0,3,132.5,20,0,135,538,74,140,1169,152,95,7,0,the cell's own weighings,0,0
carrot,ILOILO,LAMBUNAO,pieces or units,g,medium,135,8,0,3,132.5,20,0,135,538,74,140,1169,152,135,8,0,the cell's own weighings,0,0
carrot,ILOILO,LAMBUNAO,pieces or units,g,large,200,5,0,3,132.5,20,0,135,538,74,140,1169,152,200,5,0,the cell's own weighings,0,0
chicken,ILOILO,LAMBUNAO,whole (chicken),g,medium,930,4,0,3,990,7,0,1035,180,1,1120,468,2,930,4,0,the cell's own weighings,0,0
chicken,ILOILO,LAMBUNAO,whole (chicken),g,large,1085,3,0,3,990,7,0,1035,180,1,1120,468,2,1085,3,0,the cell's own weighings,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,pieces or units,g,small,31,4,0,3,31,4,0,32,227,34,32,505,68,31,4,0,the cell's own weighings,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,putos,g,small,300,3,2,3,320,5,4,100,230,105,210,482,249,320,5,4,cell pooled across sizes,0,.8
"crackers, cookies, buiscuits, chips/curls",ILOILO,LAMBUNAO,putos,g,medium,465,2,2,3,320,5,4,100,230,105,210,482,249,320,5,4,cell pooled across sizes,0,.8
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,LAMBUNAO,pieces or units,g,small,240,1,0,3,240,1,0,437.5,12,0,450,25,1,437.5,12,0,province x item x unit,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,putos,g,small,45,6,0,3,52.5,12,0,60,52,0,58,82,0,45,6,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,putos,g,medium,65,6,0,3,52.5,12,0,60,52,0,58,82,0,65,6,0,the cell's own weighings,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,small cup,g,small,100,7,2,3,100,8,2,100,71,15,100,120,18,100,8,2,cell pooled across sizes,0,.25
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LAMBUNAO,small cup,g,medium,110,1,0,3,100,8,2,100,71,15,100,120,18,100,8,2,cell pooled across sizes,0,.25
"liquor (e.g, whisky, coconut wine)",ILOILO,LAMBUNAO,lipid/lapad,mL,medium,375,5,0,3,375,5,0,375,267,4,375,618,7,375,5,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LAMBUNAO,long-neck,mL,large,750,5,0,3,750,5,0,750,185,1,750,478,1,750,5,0,the cell's own weighings,0,0
loaf bread,ILOILO,LAMBUNAO,large packs,g,large,670,4,0,3,670,4,0,640,188,1,640,411,6,670,4,0,the cell's own weighings,0,0
loaf bread,ILOILO,LAMBUNAO,medium packs,g,medium,450,5,0,3,450,5,0,450,160,0,450,352,0,450,5,0,the cell's own weighings,0,0
loaf bread,ILOILO,LAMBUNAO,small packs,g,small,400,4,0,3,400,4,0,385,123,2,370,259,2,400,4,0,the cell's own weighings,0,0
mango,ILOILO,LAMBUNAO,pieces or units,g,small,155,3,0,3,200,8,0,230,289,0,230,539,1,200,8,0,cell pooled across sizes,0,0
mango,ILOILO,LAMBUNAO,pieces or units,g,medium,200,3,0,3,200,8,0,230,289,0,230,539,1,200,8,0,cell pooled across sizes,0,0
mango,ILOILO,LAMBUNAO,pieces or units,g,large,312.5,2,0,3,200,8,0,230,289,0,230,539,1,200,8,0,cell pooled across sizes,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LAMBUNAO,putos,g,small,155,2,0,3,265,6,2,250,182,29,250,473,60,265,6,2,cell pooled across sizes,0,.3333333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LAMBUNAO,putos,g,medium,305,3,1,3,265,6,2,250,182,29,250,473,60,265,6,2,cell pooled across sizes,0,.3333333333333333
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LAMBUNAO,putos,g,large,600,1,1,3,265,6,2,250,182,29,250,473,60,265,6,2,cell pooled across sizes,0,.3333333333333333
cabbage,ILOILO,LEGANES,pack,g,small,95,3,0,3,95,3,0,135,26,1,150,43,6,95,3,0,the cell's own weighings,0,0
cabbage,ILOILO,LEGANES,pieces or units,g,small,595,3,0,3,735,9,0,660,543,32,655,1306,73,735,9,0,cell pooled across sizes,0,0
cabbage,ILOILO,LEGANES,pieces or units,g,medium,847.5,4,0,3,735,9,0,660,543,32,655,1306,73,735,9,0,cell pooled across sizes,0,0
cabbage,ILOILO,LEGANES,pieces or units,g,large,1192.5,2,0,3,735,9,0,660,543,32,655,1306,73,735,9,0,cell pooled across sizes,0,0
camote,ILOILO,LEGANES,bilog,g,small,40,3,0,3,100,9,2,140,296,116,140,509,195,100,9,2,cell pooled across sizes,0,.2222222222222222
camote,ILOILO,LEGANES,bilog,g,medium,105,4,0,3,100,9,2,140,296,116,140,509,195,100,9,2,cell pooled across sizes,0,.2222222222222222
camote,ILOILO,LEGANES,bilog,g,large,237.5,2,2,3,100,9,2,140,296,116,140,509,195,100,9,2,cell pooled across sizes,0,.2222222222222222
camote tops,ILOILO,LEGANES,bugkos,g,small,145,3,0,3,145,3,0,170,218,16,195,449,63,145,3,0,the cell's own weighings,0,0
carrot,ILOILO,LEGANES,pieces or units,g,small,95,3,0,3,175,9,2,135,538,74,140,1169,152,175,9,2,cell pooled across sizes,0,.2222222222222222
carrot,ILOILO,LEGANES,pieces or units,g,medium,202.5,4,0,3,175,9,2,135,538,74,140,1169,152,175,9,2,cell pooled across sizes,0,.2222222222222222
carrot,ILOILO,LEGANES,pieces or units,g,large,245,2,2,3,175,9,2,135,538,74,140,1169,152,175,9,2,cell pooled across sizes,0,.2222222222222222
chicken,ILOILO,LEGANES,bilog,g,small,950,3,0,3,1095,9,0,1072.5,130,0,1095,230,3,1095,9,0,cell pooled across sizes,0,0
chicken,ILOILO,LEGANES,bilog,g,medium,1182.5,4,0,3,1095,9,0,1072.5,130,0,1095,230,3,1095,9,0,cell pooled across sizes,0,0
chicken,ILOILO,LEGANES,bilog,g,large,1370,2,0,3,1095,9,0,1072.5,130,0,1095,230,3,1095,9,0,cell pooled across sizes,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,pieces or units,g,small,32,5,0,3,42,9,0,32,227,34,32,505,68,32,5,0,the cell's own weighings,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,pieces or units,g,medium,48,4,0,3,42,9,0,32,227,34,32,505,68,48,4,0,the cell's own weighings,0,0
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,putos,g,small,250,3,0,3,280,6,3,100,230,105,210,482,249,280,6,3,cell pooled across sizes,0,.5
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,putos,g,medium,365,2,2,3,280,6,3,100,230,105,210,482,249,280,6,3,cell pooled across sizes,0,.5
"crackers, cookies, buiscuits, chips/curls",ILOILO,LEGANES,putos,g,large,550,1,1,3,280,6,3,100,230,105,210,482,249,280,6,3,cell pooled across sizes,0,.5
"drinks at restaurant, hotel, cafe, or kiosk",ILOILO,LEGANES,pieces or units,mL,small,250,1,0,3,250,1,0,355,65,11,355,164,34,355,65,11,province x item x unit,0,.1692307692307692
fresh fish,ILOILO,LEGANES,pieces or units,g,small,120,3,2,3,260,9,3,390,368,102,390,685,213,260,9,3,cell pooled across sizes,0,.3333333333333333
fresh fish,ILOILO,LEGANES,pieces or units,g,medium,267.5,4,0,3,260,9,3,390,368,102,390,685,213,260,9,3,cell pooled across sizes,0,.3333333333333333
fresh fish,ILOILO,LEGANES,pieces or units,g,large,676,2,1,3,260,9,3,390,368,102,390,685,213,260,9,3,cell pooled across sizes,0,.3333333333333333
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,pieces or units,g,small,48,1,0,3,48,1,0,55,59,7,60,94,12,55,59,7,province x item x unit,0,.1186440677966102
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,pieces or units,mL,small,55,2,0,3,65,3,0,100,60,0,100,166,4,65,3,0,cell pooled across sizes,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,pieces or units,mL,medium,80,1,0,3,65,3,0,100,60,0,100,166,4,65,3,0,cell pooled across sizes,0,0
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,small cup,g,small,100,1,0,3,100,1,0,100,71,15,100,120,18,100,71,15,province x item x unit,0,.2112676056338028
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,small cup,mL,small,110,1,0,3,110,1,0,100,75,2,100,185,5,100,75,2,province x item x unit,0,.0266666666666667
"ice cream, sorbet, edible ice (eg., ice-lolli, halo-halo)",ILOILO,LEGANES,tupperware,mL,medium,700,1,0,3,700,1,0,700,1,0,700,4,1,700,4,1,item x unit (national),0,.25
"liquor (e.g, whisky, coconut wine)",ILOILO,LEGANES,lipid/lapad,mL,small,375,6,0,3,375,11,0,375,267,4,375,618,7,375,6,0,the cell's own weighings,0,0
"liquor (e.g, whisky, coconut wine)",ILOILO,LEGANES,lipid/lapad,mL,medium,750,5,0,3,375,11,0,375,267,4,375,618,7,750,5,0,the cell's own weighings,0,0
loaf bread,ILOILO,LEGANES,large packs,g,small,405,4,0,3,450,7,0,640,188,1,640,411,6,405,4,0,the cell's own weighings,0,0
loaf bread,ILOILO,LEGANES,large packs,g,medium,640,3,0,3,450,7,0,640,188,1,640,411,6,640,3,0,the cell's own weighings,0,0
"prawns, lobster, shrimp",ILOILO,LEGANES,tumpok,g,small,235,3,0,3,235,3,0,250,55,10,260,147,27,235,3,0,the cell's own weighings,0,0
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,bilog,g,small,70,3,3,3,70,3,3,250,116,33,229,222,91,70,3,3,the cell's own weighings,0,1
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,putos,g,small,140,3,0,3,260,9,1,250,182,29,250,473,60,260,9,1,cell pooled across sizes,0,.1111111111111111
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,putos,g,medium,272.5,4,0,3,260,9,1,250,182,29,250,473,60,260,9,1,cell pooled across sizes,0,.1111111111111111
"preserved or processed meat (tocino, tapa, longaniza, etc)",ILOILO,LEGANES,putos,g,large,555,2,1,3,260,9,1,250,182,29,250,473,60,260,9,1,cell pooled across sizes,0,.1111111111111111
cabbage,ILOILO,LEMERY,pieces or units,g,small,530,3,1,3,660,7,1,660,543,32,655,1306,73,660,7,1,cell pooled across sizes,0,.1428571428571428
cabbage,ILOILO,LEMERY,pieces or units,g,medium,715,2,0,3,660,7,1,660,543,32,655,1306,73,660,7,1,cell pooled across sizes,0,.1428571428571428
cabbage,ILOILO,LEMERY,pieces or units,g,large,860,2,0,3,660,7,1,660,543,32,655,1306,73,660,7,1,cell pooled across sizes,0,.1428571428571428
camote,ILOILO,LEMERY,bilog,g,small,115,2,0,3,147.5,6,2,140,296,116,140,509,195,147.5,6,2,cell pooled across sizes,0,.3333333333333333
camote,ILOILO,LEMERY,bilog,g,medium,150,3,1,3,147.5,6,2,140,296,116,140,509,195,147.5,6,2,cell pooled across sizes,0,.3333333333333333
camote,ILOILO,LEMERY,bilog,g,large,280,1,1,3,147.5,6,2,140,296,116,140,509,195,147.5,6,2,cell pooled across sizes,0,.3333333333333333
camote tops,ILOILO,LEMERY,bundle,g,small,200,2,0,3,390,6,1,470,31,12,500,101,48,390,6,1,cell pooled across sizes,0,.1666666666666667
camote tops,ILOILO,LEMERY,bundle,g,medium,470,3,0,3,390,6,1,470,31,12,500,101,48,390,6,1,cell pooled across sizes,0,.1666666666666667
camote tops,ILOILO,LEMERY,bundle,g,large,775,1,1,3,390,6,1,470,31,12,500,101,48,390,6,1,cell pooled across sizes,0,.1666666666666667
carrot,ILOILO,LEMERY,pieces or units,g,small,75,3,1,3,125,9,1,135,538,74,140,1169,152,125,9,1,cell pooled across sizes,0,.1111111111111111
carrot,ILOILO,LEMERY,pieces or units,g,medium,142.5,4,0,3,125,9,1,135,538,74,140,1169,152,125,9,1,cell pooled across sizes,0,.1111111111111111
carrot,ILOILO,LEMERY,pieces or units,g,large,200,2,0,3,125,9,1,135,538,74,140,1169,152,125,9,1,cell pooled across sizes,0,.1111111111111111
